infinitive,1p_sing,2p_sing,3p_sing,1p_plur,2p_plur,3p_plur,definition
підозрівати,підозріваю,підозріваєш,підозріває,підозріваємо,підозріваєте,підозрівають,"Synonym of підо́зрювати impf (pidózrjuvaty, “to suspect”)"
гнобити,гноблю,гнобиш,гнобить,гнобимо,гнобите,гноблять,"to oppress, to persecute"
хитати,хитаю,хитаєш,хитає,хитаємо,хитаєте,хитають,"to sway, to rock, to shake"
барити,барю,бариш,барить,баримо,барите,барять,"to detain, to keep, to stop (somebody)"
хилити,хилю,хилиш,хилить,хилимо,хилите,хилять,"to bend, to incline"
стромити,стромлю,стромиш,стромить,стромимо,стромите,стромлять,"to insert, to stick, to put"
воліти,волію,волієш,воліє,воліємо,волієте,воліють,"to want, to desire, to wish for"
гнітити,гнічу,гнітиш,гнітить,гнітимо,гнітите,гнітять,"to press, to squeeze"
гнітити,гнічу,гнітиш,гнітить,гнітимо,гнітите,гнітять,"to ruddy (of bread, baked goods)"
рятуватися,рятуюсь,рятуєшся,рятується,рятуємось,рятуєтесь,рятуються,"to save oneself, to rescue oneself, to escape"
